Film,Year,Script Type,Primary Genre,Genres,Distributor,Rotten Tomatoes Audience ,Rotten Tomatoes Critics,Metacritic Critics,Average Critics,Metacritic Audience,Opening Weekend ($),Opening Weekend ($million),Domestic Gross,Domestic Gross ($million),Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million),Budget ($million),Budget Recovered (Percentage),Budget Recovered Opening Weekend (Percentage)
Skyfall,2012,original screenplay,nan,"action, adventure, thriler",nan,86,92,81,87,75,88364714,88.36,304360277,304.36,804.2,804200736,1108561013,1109,200,554.28,44.18
Skyline,2010,original screenplay,nan,"action, sci-fi, thriller",nan,19,16,26,21,34,11690000,11.69,21390000,21.39,45.43,45430000,66820000,66.82,10,668.2,116.9
Skyscraper,2018,original screenplay,nan,action,nan,75,47,51,49,53,24905015,24.9,67145290,67,226,225917930,293063220,2931,125,234.45,19.92
Sleepless,2017,remake,nan,"crime, drama",nan,38,23,34,29,43,8344128,8.34,20783704,20.78,11.98,11976622,32760326,32.76,30,109.2,27.81
Sleight,2017,original screenplay,nan,"sci-fi, action",nan,53,73,62,68,44,1701785,1.7,3930990,3.93,0,0,3930990,3.93,0.25,1572.4,680.71
Slender Man,2018,original screenplay,nan,horror,nan,22,7,29,18,24,11371866,11.4,25655606,26,8,8404628,34060234,341,10,340.6,113.72
Smile,2022,nan,horror,-,Paramount Pictures,77,79,68,74,65,22609925,22.6,105935048,105.9,111.1,111133687,217068735,217.1,17,1276.87,133
Smokin' Aces,2007,original screenplay,nan,"action, comedy",nan,62,27,45,36,60,14638755,14.64,35787686,35.79,21.32,21316209,57103895,57,17,335.91,86.11
Smokin' Aces,2007,original screenplay,nan,"action, comedy",nan,62,27,45,36,60,14638755,14.64,35787686,35.79,21.32,21316209,57103895,57,17,335.91,86.11
Smurfs: The Lost Village,2017,adaptation,nan,animation,nan,55,37,40,39,55,13210449,13.21,45020282,45.02,152.16,152163264,197183546,197.18,60,328.64,22.02
Snatched,2017,original screenplay,nan,comedy,nan,30,37,45,41,28,19542248,19.54,45852178,45.85,14.99,14993533,60845711,60.85,42,144.87,46.53
Snitch,2013,original screenplay,nan,"Action, Drama, Thriller",nan,61,56,51,54,60,13167607,13.17,42930462,42.93,14.89,14894212,42930477,43,35,122.66,37.62
Snow White and the Huntsman,2012,adaptation,nan,"adventure, fantasy",nan,52,48,57,53,62,56217700,56.22,155332381,155.33,241.26,241260448,396592829,397,170,233.29,33.07
Snowden,2016,adaptation,nan,Drama,nan,73,63,58,60.5,71,8000058,8,21567387,21.57,9.76,9759150,31326537,31.33,40,78,20
Solitary Man,2010,original screenplay,nan,"comedy, romance",nan,47,81,69,75,54,90000,0.09,4360000,4.36,0.82,820000,5180000,5.18,15,34.53,0.6
Solo: A Star Wars Story,2018,prequel,nan,adventure,nan,64,71,62,67,62,84420489,84.4,213601143,214,179,179038934,392640077,3926,275,142.78,30.7
Something Borrowed,2011,adaptation,nan,"comedy, romance",nan,48,15,36,26,50,13950000,13.95,39050000,39.05,21.14,21140000,60190000,60.19,35,171.97,39.86
Son of God,2014,adaptation,nan,drama,nan,73,21,37,29,39,25601865,25.6,59700064,59.7,8.1,8100000,67800604,68,22,308.18,116.37
Sonic the Hedgehog,2020,original screenplay,adventure,nan,Paramount Pictures,93,63,47,55,80,58018348,58,146066470,146.1,156.5,156469654,302536124,302.5,90,336.15,64.44
Sonic the Hedgehog 2,2022,nan,action,"adventure, sci-fi, comedy, animation, family",Paramount Pictures,96,69,47,58,79,72105176,72.1,190872904,190.9,214.5,214548614,405421518,405.4,90,450.47,80.12
Sorority Row ,2009,remake / reboot,nan,"horror, thriller",nan,38,22,24,23,57,5100000,5.1,11970000,11.97,15.24,15240000,27210000,27.21,12.5,217.68,40.8
Sorry to Bother You,2018,original screenplay,nan,comedy,nan,63,94,81,88,70,727266,0.7,16623284,17,0,0,16623284,166,3.2,519.48,22.73
Soul Surfer,2011,adaptation,nan,"biography, sport",nan,79,46,53,50,71,10600000,10.6,43850000,43.85,3.24,3240000,47090000,47.09,18,261.61,58.89
Source Code,2011,original screenplay,nan,"mystery, sci-fi, thriller",nan,81,92,74,83,76,14810000,14.81,54710000,54.71,92.62,92620000,147330000,147.33,32,460.41,46.28
Southpaw,2015,original screenplay,nan,drama,nan,78,59,57,58,80,16701294,16.7,52421953,52.42,38.48,38481462,90903415,91,30,303.01,55.67
Southside with You,2016,original screenplay,nan,Drama,nan,79,92,74,83,53,2868403,2.87,6304223,6.3,0.08,75066,6379289,6.38,1.5,425,191.23
Sparkle (2012),2012,remake / reboot,nan,music  ,nan,65,57,54,56,63,11643342,11.64,24397469,24.4,0.24,240000,24637469,25,14,175.98,83.17
Spectre,2015,sequel,nan,action,nan,65,64,60,62,67,70403148,70.4,196489955,196.49,653.9,653900000,850389955,850,245,347.1,28.74
Spider-Man 3,2007,sequel,nan,"action, adventure",nan,51,61,59,60,66,151116516,151.12,336530303,336.53,554.34,554341323,890871626,891,258,345.3,58.57
Spider-Man 3,2007,sequel,nan,"action, adventure",nan,51,61,59,60,66,151116516,151.12,336530303,336.53,554.34,554341323,890871626,891,258,345.3,58.57
Spider-Man: Far From Home,2019,sequel,nan,action,Sony Pictures,95,90,69,80,76,92579212,92.6,390532085,390.5,741.4,741395911,1131927996,1131.9,160,707.45,57.88
Spider-Man: Homecoming,2017,"sequel, adaptation",nan,"action, adventure",nan,88,92,73,83,80,117027503,117.03,334201140,334.2,545.97,545965784,880166924,880.17,175,502.95,66.87
Spider-man: Into the Spider-verse,2018,adaptation,nan,animation,nan,94,97,87,92,88,35363376,35.4,133861346,134,142,141500000,275361346,2754,90,305.96,39.29
Spies in Disguise,2019,original screenplay,nan,"family, comedy",20th Century Fox,92,77,54,66,69,13354798,13.4,66757013,66.8,98.4,98367080,165124093,165.1,100,165.12,13.4
Split,2017,original screenplay,nan,"horror, thriller",nan,79,74,62,68,69,40010975,40.01,138141585,138.14,140.16,140162993,278304578,278.3,9,3092.27,444.57
Spotlight,2015,based on a true story,nan,drama,nan,95,96,90,93,89,295009,0.3,295009,0.3,16.1,16100000,16395009,16,20,81.98,1.48
Spotlight ,2015,based on a true story,nan,drama,nan,93,96,93,94.5,81,295009,0.3,17946804,17.95,43.29,43290697,61237501,61.24,20,306,1.48
Spy,2015,original screenplay,nan,comedy,nan,81,93,75,84,58,29085719,29.09,110825712,110.83,124.84,124840507,235666219,236,65,362.56,44.75
Spy Kids: All The Time in the World,2011,sequel,nan,"action, adventure, comedy",nan,40,22,37,30,24,11640000,11.64,38540000,38.54,47.03,47030000,85570000,85.57,27,316.93,43.11
St. Vincent,2014,original screenplayÃ,nan,"drama, comedy",nan,80,77,64,71,76,109878,0.11,44137712,44.14,10.7,10699522,54837234,55,13,421.82,0.85
Star Trek ,2009,original screenplay,nan,"action, adventure, sci-fi",nan,91,94,83,89,80,75200000,75.2,257700000,257.7,127.95,127950000,385650000,385.65,140,275.46,53.71
Star Trek Beyond,2016,sequel,nan,Adventure,nan,81,84,68,76,68,59253211,59.25,158848340,158.85,184.05,184049672,342898012,342.9,185,185,32.03
Star Trek Into Darkness,2013,sequel,nan,"Action, Adventure, Sci-Fi. Thriller",nan,90,87,72,80,78,70165559,70.17,228778661,228.78,239,239000000,467778661,468,190,246.2,36.93
Star Wars: Force Awakens,2015,sequel,nan,"sci-fi, fantasy",nan,91,94,81,88,70,247966675,247.97,936662225,936.66,1131.56,1131561399,2068223624,2068,200,1034.11,123.98
Star Wars: The Rise of Skywalker,2019,sequel,nan,"action, adventure, sci-fi, fantasy",Walt Disney Studios,86,54,54,54,50,177383864,177.4,390602536,390.6,384.2,384226978,774829514,774.8,275,281.76,64.51
State of Play ,2009,adaptation,nan,mystery,nan,71,84,64,74,73,14100000,14.1,37020000,37.02,50.79,50790000,88300000,88.3,60,147.17,23.5
Step Up 3D,2010,sequel,nan,"music, romance",nan,67,46,45,46,61,15800000,15.8,42400000,42.4,116.89,116890000,159290000,159.29,30,530.97,52.67
Step Up All In,2014,sequel,nan,"music, romance, drama",nan,57,43,45,44,49,6469857,6.47,14904384,14.9,71.26,71261262,86165646,86,45,191.48,14.38
Step Up Revolution,2012,sequel,nan,"music, romance",nan,69,42,43,43,46,11731708,11.73,35074677,35.07,105.4,105396069,140470746,140,33,425.67,35.55
Steve Jobs,2015,based on a true story,nan,drama,nan,77,85,82,84,63,7105735,7.11,16658868,16.66,15.9,15900000,32558868,33,30,108.53,23.69
Stomp the Yard,2007,original screenplay,nan,"music, drama",nan,81,27,44,36,70,21833312,21.83,61356221,61.36,14.15,14154902,75511123,76,14,539.37,155.95
Stomp the Yard,2007,original screenplay,nan,"music, drama",nan,81,27,44,36,70,21833312,21.83,61356221,61.36,14.15,14154902,75511123,76,14,539.37,155.95
Stone,2010,original screenplay,nan,thriller,nan,20,49,58,54,63,75000,0.08,1810000,1.81,7.67,7670000,9480000,9.48,22,43.09,0.34
Storks,2016,original screenplay,nan,Adventure,nan,68,63,56,59.5,61,21311407,21.31,70775890,70.78,104.5,104500000,175275890,175.28,70,250,30.44
Straight Outta Compton,2015,based on a true story,nan,drama,nan,94,89,72,81,75,60200180,60.2,161058813,161.06,38.85,38854128,199912941,200,28,713.97,215
Strange Magic,2015,original screenplay,nan,animation,nan,50,17,25,21,51,5504441,5.5,12429583,12.43,1.1,1100000,13529583,14,95,14.24,5.79
Strange World,2022,nan,adventure,"family, comedy",Walt Disney Studios Motion Pictures,66,71,65,68,32,12151384,12.2,37968963,38,31.6,31610726,69579689,69.6,135,51.54,9
Street Fighter: The Legend of Chun-Li ,2009,adaptation,nan,"action, crime, sci-fi",nan,28,16,17,17,32,4700000,4.7,8740000,8.74,4.02,4020000,12340000,12.34,50,24.68,9.4
Stronger,2017,"adaptation, based on a true story",nan,drama,nan,86,94,76,85,76,1611040,1.61,4211129,4.21,1.78,1778798,5989927,5.99,30,19.97,5.37
Stuber,2019,original screenplay,nan,comedy,20th Century Fox,79,42,42,42,59,8225384,8.2,22370452,22.4,10,10020493,32390945,32.4,16,202.44,51.25
Suburbicon,2017,original screenplay,nan,"crime, comedy",nan,24,28,42,35,36,2840246,2.84,5775178,5.78,0,0,5775178,5.78,25,23.1,11.36
Sucker Punch,2011,original screenplay,nan,"action, fantasy, thriller",nan,48,23,33,28,61,19060000,19.06,36390000,36.39,53.4,53400000,89790000,89.79,82,109.5,23.24
Suicide Squad,2016,adaptation,nan,Action,nan,65,26,40,33,64,133682248,133.68,325100054,325.1,420.5,420500000,745600054,745.6,175,426,76.39
Sully,2016,based on a true story,nan,Drama,nan,87,85,74,79.5,78,35028301,35.03,123852703,123.85,63.4,63400000,187252703,187.25,60,312,58.38
Sunshine Cleaning ,2009,original screenplay,nan,comedy,nan,59,72,61,67,64,900000,0.9,12060000,12.06,4.51,4510000,16570000,16.57,5,331.4,18
Super 8 ,2011,original screenplay,nan,"mystery, sci-fi, thriller",nan,78,82,72,77,73,35450000,35.45,127000000,127,133.09,133090000,260090000,260.09,50,520.18,70.9
Super Troopers 2,2018,sequel,nan,comedy,nan,69,32,41,37,69,15181624,15.2,30617396,31,0,0,30617396,306,13.5,226.8,112.46
